Song_artist,Song_duration_weeks,Song_isNew,Song_last_week,Song_peak,Song_rank,Song_title,categoryId,channelId,channelTitle,commentCount,dislikeCount,favoriteCount,likeCount,title,videoId,viewCount
Blake Shelton,3,FALSE,95,85,85,I Lived It,10,UC9nxc-xiH1AnL9RGstfgurg,Blake Shelton,5337,9307,0,142156,"Blake Shelton - ""I Lived It"" (Official Music Video)",i_nLsG_asQg,36138519
Foster The People,0,TRUE,0,86,86,Sit Next To Me,10,UC-lkm1huv9jCUH28E7cKmew,fosterthepeopleVEVO,74,17,0,592,Foster The People - Sit Next to Me (Live from Dick Clark's New Year's Rockin' Eve),ImAOeDxhw2o,7370
Dan + Shay,2,FALSE,0,84,87,Tequila,10,UCx8v-goujcpBVF7QKALgp3g,Dan And Shay,2375,8231,0,141975,Dan + Shay - Tequila (Icon Video),9j8afmT-bLM,36042416
Migos,8,FALSE,92,36,88,Narcos,10,UCGIelM2Dj3zza3xyV3pL3WQ,MigosVEVO,46766,55129,0,901219,Migos - Narcos,unh8kWUuNt4,106764662
Blac Youngsta,4,FALSE,89,73,89,Booty,10,UCACu12tYMVnfzE3v2UwMObw,HYPE,14565,29754,0,378313,Blac Youngsta - Booty (I'm Innocent),STiRwKohhO4,65225954
High Valley,4,FALSE,96,90,90,She's With Me,10,UCO51e7zUYg4SQW4A5QqiLjQ,High Valley,434,978,0,25356,High Valley - She's With Me (Official Music Video),j733rosgzi4,5427223
Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,2,FALSE,0,91,91,Sativa,10,UCkiXOKnkDO4qz3njQoz86LA,JheneAikoVEVO,17637,43889,0,726709,Jhené Aiko - Sativa ft. Rae Sremmurd,5x-d3pabd5o,119834233
Old Dominion,18,FALSE,81,51,92,Written In The Sand,10,UC3stcjnz8Co9IxVYMizqbYg,olddominionVEVO,694,3145,0,65372,Old Dominion - Written in the Sand,NzrQg6TMd6c,16671841
P!nk,13,FALSE,90,78,93,Beautiful Trauma,10,UCXJDX1KK6t121Z9FLhu5o2A,PinkVEVO,46748,51705,0,961918,P!nk - Beautiful Trauma (Official Video),EBt_88nxG4c,111458139
Chris Brown,2,FALSE,0,94,94,Tempo,10,UCEf_Bc-KVd7onSeifS3py9g,SMTOWN,743150,102725,0,3047943,EXO 엑소 'Tempo' MV,iwd8N6K-sLk,79205962
XXXTENTACION,0,TRUE,0,95,95,Going Down!,10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,10155,2436,0,165467,going down!,1geviNXBT1M,10267348
Jacquees X Dej Loaf,7,FALSE,94,86,96,At The Club,10,UCMt-n4RshYvkUVCZ69NB7uw,JacqueesVEVO,10045,34158,0,511716,Jacquees - At The Club ft. Dej Loaf,qk6dN_92i58,84957631
Luis Fonsi & Demi Lovato,18,FALSE,99,47,97,Echame La Culpa,10,UCLp8RBhQHu9wSsq62j_Md6A,LuisFonsiVEVO,334710,606506,0,7684469,"Luis Fonsi, Demi Lovato - Échame La Culpa (Video Oficial)",TyHvyGVs42U,1718220872
Ozuna x Cardi B,12,FALSE,0,52,98,La Modelo,10,UCjIA3wwhi0QjSOXAZwOXbPA,Ozuna,74614,128614,0,2056202,Ozuna - La Modelo Ft Cardi B (Video Oficial),X8sSXU-J8fI,323497877
Trippie Redd Featuring Travis Scott,6,FALSE,100,72,99,Dark Knight Dummo,10,UCEtPQSQ2BkBct_n8DIeacFQ,TrippieReddVEVO,54092,38479,0,726413,Trippie Redd - Dark Knight Dummo ft. Travis Scott,wrvN87l3s08,68542679
The Chainsmokers,0,TRUE,0,100,100,Everybody Hates Me,10,UCElGBUWDCa05jRzc2PfmGqQ,Tom MacDonald,17090,13488,0,103351,"Tom MacDonald - ""Everybody Hates Me""",Vny0W0axomc,3285983
Drake,8,FALSE,1,1,1,God's Plan,10,UCQznUf1SjfDqx65hX3zRDiA,DrakeVEVO,530483,347070,0,9164669,Drake - God's Plan,xpVfcZ0ZcFM,915082298
Ed Sheeran,29,FALSE,2,1,2,Perfect,10,UCvR2R7j218tzejtTsb_X6Rw,DopeLyrics,91661,142526,0,2124531,Perfect - Ed Sheeran (Lyrics),UDDMYw_IZnE,604770374
Bruno Mars & Cardi B,11,FALSE,3,3,3,Finesse,10,UCoUM-UJ7rirJYP8CQ0EIaHA,Bruno Mars,248851,263120,0,4193620,Bruno Mars - Finesse (Remix) [Feat. Cardi B] [Official Video],LsoLEjrDogU,531917693
Bebe Rexha & Florida Georgia Line,21,FALSE,5,4,4,Meant To Be,10,UC5-gWZXAQqSGVfPHkA7NRiQ,Bebe Rexha,80886,176559,0,2979846,Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video],zDo0H8Fm7d0,676183948
Post Malone Featuring Ty Dolla $ign,3,FALSE,4,2,5,Psycho,10,UCOhtMAg7xh8wv_wUHMgFc-Q,PostMaloneVEVO,98003,142202,0,3200919,Post Malone - Psycho ft. Ty Dolla $ign,au2n7VVGv_c,474177249
"Zedd, Maren Morris & Grey",7,FALSE,8,6,6,The Middle,10,UCi0LydWaEUy3Vx8flL29ebQ,SyrebralVibes,57307,45684,0,953993,"Zedd, Grey - The Middle (Lyrics) ft. Maren Morris",xQzS3JnZQZM,219180858
Camila Cabello Featuring Young Thug,31,FALSE,6,1,7,Havana,10,UCk0wwaFCIkxwSfi6gpRqQUw,CamilaCabelloVEVO,401025,393036,0,7540100,Camila Cabello - Havana (Official Audio) ft. Young Thug,HCjNJDNzw8Y,1455483610
The Weeknd & Kendrick Lamar,6,FALSE,9,7,8,Pray For Me,10,UCF_fDSgPpBQuh1MsUTgIARQ,TheWeekndVEVO,40569,37697,0,1163245,"The Weeknd, Kendrick Lamar - Pray For Me (Lyric Video)",XR7Ev14vUh8,131142241
BlocBoy JB Featuring Drake,5,FALSE,7,5,9,Look Alive,10,UCpDdVTGPTiF0Vp6ieXWb1Ig,BlocBoy JB,74627,86268,0,1750296,"BlocBoy JB & Drake ""Look Alive"" Prod By: Tay Keith (Official Music Video) Shot By: @Fredrivk_Ali",NV-3s2wwC8c,252487002
Kendrick Lamar & SZA,10,FALSE,11,7,10,All The Stars,10,UCoYfzC2zMlc9M-Odgaf6OSg,KendrickLamarVEVO,83912,54834,0,1799228,"Kendrick Lamar, SZA - All The Stars",JQbjS0_ZfJ0,185395824
Migos,12,FALSE,10,8,11,Stir Fry,10,UCF5D9qC1TAQnFWa4oHuBZcA,Migos - Topic,1347,14314,0,86005,Stir Fry,YfSpGiAQ51I,10125832
Post Malone Featuring 21 Savage,26,FALSE,12,1,12,Rockstar,10,UCOhtMAg7xh8wv_wUHMgFc-Q,PostMaloneVEVO,295218,205473,0,6066007,Post Malone - rockstar ft. 21 Savage,UceaB4D0jpo,461842570
NF,22,FALSE,13,12,13,Let You Down,10,UCI3H1FsjbdqGcLq93ZilV5g,NFVEVO,47299,22301,0,1040021,NF - Let You Down,fbHbTBP_u7U,70860368
Dua Lipa,33,FALSE,14,6,14,New Rules,10,UC-J-KZfRV8c13fOCkhXdLiQ,Dua Lipa,294776,431809,0,9034521,Dua Lipa - New Rules (Official Music Video),k2qgadSvNyU,1605031154
Offset & Metro Boomin,20,FALSE,16,15,15,Ric Flair Drip,10,UCJTWqqBgwNNzF3p-YwPApKA,21SavageVEVO,60750,67588,0,1518937,"21 Savage, Offset, Metro Boomin - Ric Flair Drip (Official Music Video)",LPTlvQ1Zet0,211579194
Camila Cabello,13,FALSE,19,16,16,Never Be The Same,10,UCk0wwaFCIkxwSfi6gpRqQUw,CamilaCabelloVEVO,81556,75080,0,1777276,Camila Cabello - Never Be the Same (Official Music Video),Ph54wQG8ynk,175793075
Bazzi,8,FALSE,18,17,17,Mine,10,UC1iqebKNH36JIdBIjEy8-iQ,Pixl Networks,14300,13229,0,418680,Bazzi – Mine (Lyrics) 🎵,QeUFmGLhI_s,71123055
G-Eazy & Halsey,15,FALSE,15,14,18,Him & I,10,UCjjC1Jk_1o1VWpLalgo21XQ,GEazyMusicVEVO,66806,77026,0,2626460,G-Eazy & Halsey - Him & I (Official Music Video),SA7AIQw-7Ms,297672917
XXXTENTACION,2,FALSE,17,17,19,Sad!,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Imagine Dragons,46,FALSE,20,4,20,Thunder,10,UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,294637,307842,0,6050933,Imagine Dragons - Thunder,fKopy74weus,1044366432
"Jay Rock, Kendrick Lamar, Future & James Blake",9,FALSE,23,21,21,King's Dead,10,UCl47iLmJUzbgP8XyR-kRCQA,JayRockVEVO,64126,51739,0,1169398,"Jay Rock, Kendrick Lamar, Future, James Blake - King's Dead (Official Music Video)",VwAnsAUYnw4,99741064
Post Malone,25,FALSE,21,16,22,I Fall Apart,10,UCB3u4hhh61W9sjwVXtQzRVg,PurpleTrackz,29160,49378,0,784600,Post Malone - I Fall Apart,7a66clRobKI,151165180
MAX Featuring gnash,23,FALSE,24,20,23,Lights Down Low,10,UC1iqebKNH36JIdBIjEy8-iQ,Pixl Networks,6924,6776,0,192837,"MAX, gnash – Lights Down Low (Lyrics) 🎵",9onqfoU4Vg4,39113946
Imagine Dragons,7,FALSE,34,24,24,Whatever It Takes,10,UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,94422,96215,0,3308823,Imagine Dragons - Whatever It Takes (Official Music Video),gOsM-DYAEhY,513254215
Rich The Kid,5,FALSE,48,25,25,Plug Walk,10,UCtIRTYF5sClodKfeNtA1jCA,RichTheKidVEVO,50416,71550,0,1396428,Rich The Kid - Plug Walk,ToY6sjSV8h8,191964899
Justin Timberlake Featuring Chris Stapleton,7,FALSE,32,9,26,Say Something,10,UCsXfDf1CDgU3SCt0gxJNXGg,justintimberlakeVEVO,32553,78175,0,1161524,Justin Timberlake - Say Something ft. Chris Stapleton (Official Video),8MPbR6Cbwi4,284661843
Halsey,28,FALSE,27,5,27,Bad At Love,10,UCm3FgJ2Hqm7tb70T-GfwXVA,HalseyVEVO,41875,66597,0,1427558,Halsey - Bad At Love (Official Music Video),xdYFuCp3m9k,201504148
Portugal. The Man,39,FALSE,30,4,28,Feel It Still,10,UC0TobZSDyMaXaoVK_9TcPHA,Portugal. The Man,52287,55007,0,1717745,"Portugal. The Man - ""Feel It Still"" (Official Video)",pBkHHoOIIn8,198539286
Logic & Marshmello,2,FALSE,43,29,29,Everyday,10,UCEdvpU2pFRCVqU6yIPyTpMQ,Marshmello,22893,18140,0,457662,Marshmello & Logic - EVERYDAY (Audio),_qQsPw4CqUI,40284057
Thomas Rhett,15,FALSE,33,30,30,Marry Me,10,UCGHi_s4RrqUh4hsS4mLbiPg,ThomasRhettVEVO,19730,38202,0,576272,Thomas Rhett - Marry Me,p_IwENcMPOA,156234565
Cardi B Featuring 21 Savage,12,FALSE,29,14,31,Bartier Cardi,22,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,33030,32519,0,609687,Cardi B - Bartier Cardi (feat. 21 Savage) [Official Video],hXnMSaK6C2w,45968354
Maroon 5,9,FALSE,39,32,32,Wait,10,UCN1hnUccO4FD5WfM7ithXaw,Maroon5VEVO,32397,31527,0,1006404,Maroon 5 - Wait,4uTNVumfm84,115617564
Selena Gomez X Marshmello,21,FALSE,25,20,33,Wolves,10,UCi0LydWaEUy3Vx8flL29ebQ,SyrebralVibes,39033,14523,0,436488,"Selena Gomez, Marshmello - Wolves (Lyrics)",xrbY9gDVms0,77808618
Jason Aldean,7,FALSE,38,28,34,You Make It Easy,10,UCy5QKpDQC-H3z82Bw6EVFfg,JasonAldeanVEVO,5970,27221,0,399717,Jason Aldean - You Make It Easy (Lyric Video),jLCHpZ6B1gU,105751644
YoungBoy Never Broke Again,9,FALSE,31,31,35,Outside Today,24,UClW4jraMKz6Qj69lJf-tODA,YoungBoy Never Broke Again,37225,56741,0,854771,YoungBoy Never Broke Again - Outside Today (Official Video),74hZN9i2eEA,146195523
Kane Brown,12,FALSE,42,36,36,Heaven,10,UCsEj8E122ibbJetQe8BoV7g,KaneBrownVEVO,34833,62413,0,960867,Kane Brown - Heaven (Official Music Video),dRX0wDNK6S4,227392870
Kendrick Lamar Featuring Zacari,38,FALSE,26,11,37,Love.,10,UCprAFmT0C6O4X0ToEXpeFTQ,Kendrick Lamar - Topic,6254,15679,0,243643,LOVE.,5OCdH92wGUE,37582716
Charlie Puth,23,FALSE,37,21,38,How Long,10,UCwppdrjsBPAZg5_cUwQjfMQ,Charlie Puth,138119,88479,0,2991400,"Charlie Puth - ""How Long"" [Official Video]",CwfoyVa980U,477414064
G-Eazy Featuring A$AP Rocky & Cardi B,27,FALSE,36,4,39,No Limit,10,UCjjC1Jk_1o1VWpLalgo21XQ,GEazyMusicVEVO,78919,128961,0,1963985,"G-Eazy - No Limit (Remix) ft. A$AP Rocky, Cardi B, French Montana, Juicy J, Belly",l_lblj8Cq0o,256519957
"Migos, Nicki Minaj & Cardi B",20,FALSE,35,6,40,MotorSport,10,UCGIelM2Dj3zza3xyV3pL3WQ,MigosVEVO,175969,187077,0,2557214,"Migos, Nicki Minaj, Cardi B - MotorSport (Official)",9v_rtaye2yY,426983031
Marshmello & Anne-Marie,5,FALSE,52,41,41,Friends,10,UCEdvpU2pFRCVqU6yIPyTpMQ,Marshmello,219308,134882,0,4609922,Marshmello & Anne-Marie - FRIENDS (Lyric Video) *OFFICIAL FRIENDZONE ANTHEM*,CY8E6N5Nzec,460723982
Khalid,35,FALSE,40,18,42,Young Dumb & Broke,10,UCcN-NDV03eHs6oLd1pe2r8w,KhalidVEVO,117923,139894,0,3219629,Khalid - Young Dumb & Broke (Official Music Video),IPfJnp1guPc,511559703
Rich The Kid Featuring Kendrick Lamar,7,FALSE,44,42,43,New Freezer,10,UCtIRTYF5sClodKfeNtA1jCA,RichTheKidVEVO,24991,28959,0,811763,Rich The Kid - New Freezer ft. Kendrick Lamar,6YqSS_b_X1U,79557717
Miguel Featuring Travis Scott,25,FALSE,41,29,44,Sky Walker,10,UCpOt14iqkbd6QjtBHicTXKQ,MiguelVEVO,31755,44708,0,872742,Miguel - Sky Walker (Official Video) ft. Travis Scott,76O3w4pt0CA,117638688
Chris Stapleton,16,FALSE,51,45,45,Broken Halos,10,UCCFbxfEqu5hovdHdRNILuTg,Rebel Warrior,1824,3822,0,82779,Broken Halos - Chris Stapleton,qgt9idKAYDw,11566096
Logic,3,FALSE,65,22,46,44 More,10,UCYtWSZWHYPbmwsh2CEUyMrQ,Visionary Music Group,25688,12032,0,333490,Logic - 44 More (Official Audio),4EVFKrmXFmA,33299329
A$AP Ferg Featuring Nicki Minaj,25,FALSE,45,26,47,Plain Jane,10,UCsjrSi7xMkKPk4gcLSjFKbA,asapfergVEVO,15649,17349,0,511830,A$AP Ferg - Plain Jane (Audio),BwmuvqFzfLI,54193003
Demi Lovato,36,FALSE,49,6,48,Sorry Not Sorry,10,UCnyB9MYKRkSFK3IIB32CoVw,DemiLovatoVEVO,153588,157767,0,3078713,Demi Lovato - Sorry Not Sorry,#NAME?,379991044
"DJ Khaled Featuring JAY Z, Future & B",2,FALSE,22,22,49,Top Off,10,UCAkIMkEaa9sZmjcy7mfd5lQ,Gunna,881,2268,0,44464,Gunna - Top Off [Official Audio],CBY7Gpq-670,6246822
6ix9ine,3,FALSE,53,50,50,Billy,10,UC-yXuc1__OzjwpsJPlxYUCQ,WORLDSTARHIPHOP,124852,201883,0,1845438,"6IX9INE ""Billy"" (WSHH Exclusive - Official Music Video)",LJjsm6CVsG8,245299575
Luke Bryan,7,FALSE,57,51,51,Most People Are Good,10,UCteMJzhMoMh1-WN6d2u6NEg,LukeBryanVEVO,2843,3603,0,73928,Luke Bryan - Most People Are Good (Lyric Video),liqktLC7xR0,11770792
6ix9ine,18,FALSE,28,12,52,Gummo,10,UC-_4v5XbaltldSgaDbb9tjQ,FCK THEM,220468,299829,0,2164267,6IX9INE - GUMMO (OFFICIAL MUSIC VIDEO),gAs9HZC9c7Y,324386566
Daddy Yankee,6,FALSE,54,50,53,Dura,10,UC9TO_oo4c_LrOiKNaY6aysA,Daddy Yankee,244571,520667,0,5667793,Daddy Yankee | Dura (Video Oficial),sGIm0-dQd8M,1227461205
Bad Wolves,0,TRUE,0,54,54,Zombie,10,UCqh8RdUfSR9lGyasBhM_bjA,E7M,48380,72017,0,1383025,Bad Wolves - Zombie (Official Video),9XaS93WMRQQ,182058442
Scotty McCreery,15,FALSE,55,44,55,Five More Minutes,10,UCi6ot_hQURY84xgaSKrCx3w,ScottyMcCreeryVEVO,7239,16495,0,248246,Scotty McCreery - Five More Minutes (Official Video),2dPDBU9MC8c,82223634
Logic Featuring Wiz Khalifa,0,TRUE,0,56,56,Indica Badu,10,UCYtWSZWHYPbmwsh2CEUyMrQ,Visionary Music Group,5476,2840,0,109648,Logic - Indica Badu ft. Wiz Khalifa (Official Audio),ZgO2pN2xmVU,10297716
Jordan Davis,6,FALSE,62,57,57,Singles You Up,10,UCoym1Cd-NBEmqunb9F7ZekQ,JordanDavisVEVO,1737,5856,0,107298,Jordan Davis - Singles You Up,0hjqGN-9anA,26541835
Khalid & Normani,4,FALSE,66,43,58,Love Lies,24,UC4XJeGGdXj0vA4CxDDJ8J_A,Cakes & Eclairs,1224,912,0,30569,"Khalid, Normani - Love Lies (Lyrics)",FGa067-f_LI,3206988
XXXTENTACION,2,FALSE,47,47,59,Changes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Logic,0,TRUE,0,60,60,Contra,10,UCxGRSwwWDtOjXUn0xcNJmjg,LogicVEVO,14069,7502,0,178553,Logic - Contra,1KwN3s7JZZo,8652105
N*E*R*D & Rihanna,19,FALSE,56,40,61,Lemon,10,UCjy_236yst_A71OPsgSf8NA,NERDVEVO,26246,46823,0,777571,N.E.R.D & Rihanna - Lemon,L_u97PqWX6g,90731798
Lil Skies Featuring Landon Cube,10,FALSE,58,55,62,Nowadays,24,UCtylTUUVIGY_i5afsQYeBZA,Lyrical Lemonade,82158,52883,0,1488128,Lil Skies - Nowadays ft. Landon Cube (Dir. by @_ColeBennett_),DlFmfxACvig,179099685
Lil Yachty Featuring NBA YoungBoy,0,TRUE,0,63,63,NBAYoungboat,10,UC1X3TRsCt36QPjF1p5f3HTg,LilYachtyVEVO,9906,13574,0,288270,Lil Yachty - NBAYOUNGBOAT (Audio) ft. YoungBoy Never Broke Again,oMKYLxwhAo8,31162020
Dua Lipa,9,FALSE,71,64,64,IDGAF,10,UC-J-KZfRV8c13fOCkhXdLiQ,Dua Lipa,117114,131750,0,3489633,Dua Lipa - IDGAF (Official Music Video),Mgfe5tIwOj0,448600155
Devin Dawson,16,FALSE,67,65,65,All On Me,10,UC8XOgFi8fEA1Xc-j-gAqnxw,Devin Dawson,1557,5228,0,92161,Devin Dawson - All On Me (Official Music Video),ntCMoh-0ogo,19980852
Ozuna & Romeo Santos,7,FALSE,64,49,66,El Farsante,10,UCjIA3wwhi0QjSOXAZwOXbPA,Ozuna,136845,392684,0,3365820,Ozuna x Romeo Santos - El Farsante (Remix) (Video Oficial),wfWkmURBNv8,1156515622
Meghan Trainor,2,FALSE,46,46,67,No Excuses,10,UCf3cbfAXgPFL6OywH7JwOzA,MeghanTrainorVEVO,39012,51382,0,712029,Meghan Trainor - No Excuses (Official Music Video),kton-qrKNLc,69323589
Logic,0,TRUE,0,68,68,Overnight,24,UCXqXeWMN4HiWAiclD_3I8mQ,TFIL,11413,287,0,139192,OVERNIGHT AT BOWLING ALLEY! (DO NOT TRY THIS! Alarms go off!),uDjmVmJIppU,713639
Migos Featuring Drake,7,FALSE,59,18,69,Walk It Talk It,10,UCF5D9qC1TAQnFWa4oHuBZcA,Migos - Topic,12671,59218,0,483273,Walk It Talk It,bV4bSXUgFVo,68540465
Famous Dex Featuring A$AP Rocky,18,FALSE,63,54,70,Pick It Up,10,UC2KfDTRRjZMloaJXjWUToww,Various Artists - Topic,3275,6367,0,112697,Pick It Up,5QbodyY5NJY,15720929
Nicky Jam x J Balvin,2,FALSE,80,71,71,X,10,UCpb_iJuhFe8V6rQdbNqfAlQ,NickyJamTV,237831,489922,0,6831987,Nicky Jam x J. Balvin - X (EQUIS) | Video Oficial | Prod. Afro Bros & Jeon,_I_D_8Z4sJE,1456432234
Derez De'Shon,6,FALSE,69,67,72,Hardaway,10,UC-yXuc1__OzjwpsJPlxYUCQ,WORLDSTARHIPHOP,10958,47945,0,482012,"Derez Deshon ""Hardaway"" (WSHH Exclusive - Official Music Video)",VwEzECCjhhE,102677560
Lil Yachty Featuring Trippie Redd,0,TRUE,0,73,73,66,10,UC1X3TRsCt36QPjF1p5f3HTg,LilYachtyVEVO,8964,6077,0,178131,Lil Yachty - 66 ft. Trippie Redd,4lT-2giDhQg,9241828
Logic,0,TRUE,0,74,74,Midnight,10,UCYtWSZWHYPbmwsh2CEUyMrQ,Visionary Music Group,4810,2098,0,81764,Logic - Midnight (Official Audio),d6UODLcuFZI,9209985
Demi Lovato,16,FALSE,94,53,75,Tell Me You Love Me,10,UCnyB9MYKRkSFK3IIB32CoVw,DemiLovatoVEVO,91255,62052,0,2004270,Demi Lovato - Tell Me You Love Me,SM1w9PEQOE8,129487597
Rae Sremmurd & Juicy J,2,FALSE,76,76,76,Powerglide,10,UCweazuUMMKdL2wwSyrxla9A,RaeSremmurdVEVO,35445,52600,0,950064,"Rae Sremmurd, Swae Lee, Slim Jxmmi - Powerglide ft. Juicy J",95Rzsn-zjr0,132736434
Brett Eldredge,6,FALSE,77,75,77,The Long Way,10,UCug2dbvMv3aYm-44nH_34RA,Brett Eldredge,1728,4186,0,78906,Brett Eldredge - The Long Way (Official Music Video),5Zs_5VghD6U,19896533
Lil Skies Featuring Landon Cube,10,FALSE,78,69,78,Red Roses,24,UCtylTUUVIGY_i5afsQYeBZA,Lyrical Lemonade,49991,44595,0,1065452,Lil Skies - Red Roses ft. Landon Cube (Dir. by @_ColeBennett_),WlosjSe5B8c,143355745
Lil Xan,18,FALSE,72,64,79,Betrayed,10,UC6Cc4U4MuBpgR7yzKkY_gZw,LilXanVEVO,22366,22475,0,307211,Lil Xan - Betrayed,_dL3AygsCMc,16738218
YoungBoy Never Broke Again,15,FALSE,75,61,80,No Smoke,24,UClW4jraMKz6Qj69lJf-tODA,YoungBoy Never Broke Again,32137,57650,0,781979,YoungBoy Never Broke Again - No Smoke (Official Video),K3uMMjZGhnI,143284993
Old Dominion,17,FALSE,68,51,81,Written In The Sand,10,UC3stcjnz8Co9IxVYMizqbYg,olddominionVEVO,694,3145,0,65372,Old Dominion - Written in the Sand,NzrQg6TMd6c,16671841
Lauv,5,FALSE,84,82,82,I Like Me Better,10,UCfLdIEPs1tYj4ieEdJnyNyw,Lauv,23151,20046,0,934957,Lauv - I Like Me Better [Official Audio],a7fzkqLozwA,125679215
Logic Featuring Big Sean,0,TRUE,0,83,83,Wassup,10,UCYtWSZWHYPbmwsh2CEUyMrQ,Visionary Music Group,3691,1730,0,79790,Logic - Wassup ft. Big Sean (Official Audio),8iFGgfJiLsg,6459602
Taylor Swift,0,TRUE,0,84,84,Delicate,10,UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,198564,195004,0,2953121,Taylor Swift - Delicate,tCXGJQYZ9JA,317669473
Eminem Featuring Ed Sheeran,13,FALSE,61,11,85,River,10,UC9S9nxMmZhLxdyoZRd8yhfA,BishopBriggsVEVO,16804,16514,0,883105,Bishop Briggs - River,h5jz8xdpR0M,64726697
Tank,11,FALSE,79,79,86,When We,10,UCA1XKkoUW5v2QV5nKwT5quQ,Tank,15167,41578,0,588191,Tank - When We [Official Music Video],QRF9TgkBCjc,83863741
Logic,0,TRUE,0,87,87,Yuck,10,UCYtWSZWHYPbmwsh2CEUyMrQ,Visionary Music Group,5618,1816,0,47377,Logic - Yuck (Official Audio),NAirxs9Io4k,3545928
Lil Yachty Featuring Ugly God,0,TRUE,0,88,88,Boom!,10,UC1X3TRsCt36QPjF1p5f3HTg,LilYachtyVEVO,11369,6947,0,188566,Lil Yachty - BOOM! ft. Ugly God,NoOi8_xvjIU,9639264
Blac Youngsta,3,FALSE,73,73,89,Booty,10,UCACu12tYMVnfzE3v2UwMObw,HYPE,14565,29754,0,378313,Blac Youngsta - Booty (I'm Innocent),STiRwKohhO4,65225954
P!nk,12,FALSE,81,78,90,Beautiful Trauma,10,UCXJDX1KK6t121Z9FLhu5o2A,PinkVEVO,46748,51705,0,961918,P!nk - Beautiful Trauma (Official Video),EBt_88nxG4c,111458139
Keala Settle & The Greatest Showman Ensemble,11,FALSE,60,58,91,This Is Me,10,UCe4LM_eKc9ywRmVuBm5pjQg,Atlantic Records,34066,19918,0,660592,The Greatest Showman Cast - This Is Me (Official Lyric Video),CjxugyZCfuw,85438881
Migos,7,FALSE,74,36,92,Narcos,10,UCGIelM2Dj3zza3xyV3pL3WQ,MigosVEVO,46766,55129,0,901220,Migos - Narcos,unh8kWUuNt4,106764662
"ScHoolboy Q, 2 Chainz & Saudi",5,FALSE,89,49,93,X,10,UCpb_iJuhFe8V6rQdbNqfAlQ,NickyJamTV,237831,489922,0,6831987,Nicky Jam x J. Balvin - X (EQUIS) | Video Oficial | Prod. Afro Bros & Jeon,_I_D_8Z4sJE,1456432234
Jacquees X Dej Loaf,6,FALSE,86,86,94,At The Club,10,UCMt-n4RshYvkUVCZ69NB7uw,JacqueesVEVO,10045,34158,0,511716,Jacquees - At The Club ft. Dej Loaf,qk6dN_92i58,84957631
Blake Shelton,2,FALSE,99,95,95,I Lived It,10,UC9nxc-xiH1AnL9RGstfgurg,Blake Shelton,5337,9307,0,142156,"Blake Shelton - ""I Lived It"" (Official Music Video)",i_nLsG_asQg,36138519
High Valley,3,FALSE,93,93,96,She's With Me,10,UCO51e7zUYg4SQW4A5QqiLjQ,High Valley,434,978,0,25357,High Valley - She's With Me (Official Music Video),j733rosgzi4,5427274
Logic,0,TRUE,0,97,97,BoomTrap Protocol,10,UCYtWSZWHYPbmwsh2CEUyMrQ,Visionary Music Group,1585,518,0,27784,Logic - BoomTrap Protocol (Official Audio),H_9ubVFzvkA,2532125
Logic Featuring Young Sinatra,0,TRUE,0,98,98,Warm It Up,10,UCYtWSZWHYPbmwsh2CEUyMrQ,Visionary Music Group,4511,922,0,50983,Logic - Warm It Up ft. Young Sinatra (Official Audio),jBnXPwvr0u4,4580807
Luis Fonsi & Demi Lovato,17,FALSE,88,47,99,Echame La Culpa,10,UCLp8RBhQHu9wSsq62j_Md6A,LuisFonsiVEVO,334710,606506,0,7684473,"Luis Fonsi, Demi Lovato - Échame La Culpa (Video Oficial)",TyHvyGVs42U,1718220872
Trippie Redd Featuring Travis Scott,5,FALSE,85,72,100,Dark Knight Dummo,10,UCEtPQSQ2BkBct_n8DIeacFQ,TrippieReddVEVO,54092,38479,0,726415,Trippie Redd - Dark Knight Dummo ft. Travis Scott,wrvN87l3s08,68542679
Drake,7,FALSE,1,1,1,God's Plan,10,UCQznUf1SjfDqx65hX3zRDiA,DrakeVEVO,530483,347070,0,9164675,Drake - God's Plan,xpVfcZ0ZcFM,915087649
Ed Sheeran,28,FALSE,3,1,2,Perfect,10,UCvR2R7j218tzejtTsb_X6Rw,DopeLyrics,91661,142526,0,2124533,Perfect - Ed Sheeran (Lyrics),UDDMYw_IZnE,604776464
Bruno Mars & Cardi B,10,FALSE,4,3,3,Finesse,10,UCoUM-UJ7rirJYP8CQ0EIaHA,Bruno Mars,248851,263120,0,4193621,Bruno Mars - Finesse (Remix) [Feat. Cardi B] [Official Video],LsoLEjrDogU,531917693
