Song_artist,Song_duration_weeks,Song_isNew,Song_last_week,Song_peak,Song_rank,Song_title,categoryId,channelId,channelTitle,commentCount,dislikeCount,favoriteCount,likeCount,title,videoId,viewCount
Ariana Grande,6,FALSE,1,1,1,"Thank U, Next",10,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,663016,357697,0,8120132,"Ariana Grande - thank u, next",gl1aHhXnN1k,231732139
Halsey,10,FALSE,3,2,2,Without Me,10,UCm3FgJ2Hqm7tb70T-GfwXVA,HalseyVEVO,37929,25356,0,1157239,Halsey - Without Me,ZAfAud_M_mg,61464289
Travis Scott,19,FALSE,2,1,3,Sicko Mode,10,UClRx3MMyYUyqOxyEqA5F2nQ,TravisScottVEVO,126968,103542,0,2102760,Travis Scott - SICKO MODE ft. Drake,6ONRf7h3Mdk,169182559
Marshmello & Bastille,17,FALSE,4,3,4,Happier,10,UCEdvpU2pFRCVqU6yIPyTpMQ,Marshmello,213618,39980,0,2630802,Marshmello ft. Bastille - Happier (Official Music Video),m7Bc3pLyij0,127921439
Panic! At The Disco,19,FALSE,5,5,5,High Hopes,10,UColJTBTSGqaaZr5NOk5r3Pg,Panic! At The Disco,81771,32808,0,1534225,Panic! At The Disco - High Hopes (Official Video),IPXIgEAGe4U,109787227
Mariah Carey,28,FALSE,7,6,6,All I Want For Christmas Is You,10,UClS0wn3LPs9jdX_yt2g1k8w,MariahCareyVEVO,175093,113578,0,2257748,Mariah Carey - All I Want For Christmas Is You,yXQViqx6GMY,535714338
Post Malone & Swae Lee,8,FALSE,17,7,7,Sunflower (Spider-Man: Into The Spider-Verse),10,UCOhtMAg7xh8wv_wUHMgFc-Q,PostMaloneVEVO,78683,44637,0,1977996,"Post Malone, Swae Lee - Sunflower (Spider-Man: Into the Spider-Verse)",ApXoWvfEYVU,163290858
Lil Baby & Gunna,13,FALSE,9,4,8,Drip Too Hard,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,8120,21545,0,314598,Drip Too Hard,sqyNqxbCfO8,35780840
Kodak Black Featuring Travis Scott & Offset,9,FALSE,8,2,9,ZEZE,10,UChEYVadfkMCfrKUi6qr3I1Q,Kodak Black,91185,67280,0,1573876,Kodak Black - ZEZE (feat. Travis Scott & Offset) [Official Audio],mjaayCARwro,146080436
Maroon 5 Featuring Cardi B,29,FALSE,11,1,10,Girls Like You,10,UCN1hnUccO4FD5WfM7ithXaw,Maroon5VEVO,457596,434539,0,11055211,Maroon 5 - Girls Like You ft. Cardi B,aJOTlE1K90k,1583535390
Gucci Mane X Bruno Mars X Kodak Black,13,FALSE,19,11,11,Wake Up In The Sky,10,UCSugZEYrWbzqIWGD195V-YA,OfficialGucciMane,63805,65784,0,1556526,"Gucci Mane, Bruno Mars, Kodak Black - Wake Up in The Sky [Official Music Video]",U68MJz9DrI4,122810820
Sheck Wes,16,FALSE,10,6,12,Mo Bamba,10,UCkHiy32HGV0qaB9nV9afdnQ,SheckWesVEVO,94391,72329,0,1676036,Sheck Wes - Mo Bamba,VWoIpDVkOH0,133111158
Andy Williams,8,FALSE,16,13,13,It's The Most Wonderful Time Of The Year,22,UCR-8egBOyVbj_bYXBkv43Ug,claudettecolbert60,7126,3397,0,74443,Andy Williams - It's The Most Wonderful Time Of The Year,gFtb3EtjEic,32114751
Ariana Grande,17,FALSE,12,12,14,Breathin,10,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,95748,42887,0,1886486,Ariana Grande - breathin,kN0iD0pI3o0,68557520
Bobby Helms,23,FALSE,26,15,15,Jingle Bell Rock,10,UCHvLu7FSnrBPzQYDMQY9nzw,craddock124,14831,11540,0,163667,Jingle Bell Rock- Lyrics,XpxNNalLTB4,59918761
"Benny Blanco, Halsey & Khalid",22,FALSE,18,16,16,Eastside,22,UCqrBKQHQVEvD2Q9FP0DCP2g,benny blanco,17583,46714,0,1247686,"benny blanco, Halsey & Khalid – Eastside (official video)",56WBK4ZK_cw,265753152
Meek Mill Featuring Drake,2,FALSE,6,6,17,Going Bad,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,9464,6337,0,208371,Meek Mill - Going Bad feat. Drake [Official Audio],T3lKEb0Cs94,19390870
Brenda Lee,25,FALSE,21,14,18,Rockin' Around The Christmas Tree,10,UCy5_VL5roz50uWRKR7_gVyw,Lizz Coatsworth,2109,5321,0,100615,Rockin' Around The Christmas Tree Lyrics,t3HJgCcSUqQ,27733590
Juice WRLD,31,FALSE,13,2,19,Lucid Dreams,10,UCi0LydWaEUy3Vx8flL29ebQ,SyrebralVibes,51030,25117,0,602063,Juice Wrld - Lucid Dreams (Lyrics),_fh64GbFSw4,86961824
Post Malone,33,FALSE,15,3,20,Better Now,10,UCOhtMAg7xh8wv_wUHMgFc-Q,PostMaloneVEVO,30910,26194,0,1197623,Post Malone - Better Now,UYwF-jdcVjY,95456192
Burl Ives,8,FALSE,22,21,21,A Holly Jolly Christmas,10,UCPKd8Yub6iTTsA5L4_CXsPg,mollyrocks516,3040,1758,0,33871,Holly Jolly Christmas Lyrics - Burl Ives,nVMCUtsmWmQ,10432107
5 Seconds Of Summer,28,FALSE,14,7,22,Youngblood,10,UClesqLjeKJd-dG8xLfzJyCQ,5SOSVEVO,35588,20519,0,836660,5 Seconds Of Summer - Youngblood (Official Video),#NAME?,58142638
Ella Mai,19,FALSE,23,11,23,Trip,10,UCdVlI3zsHhvKKH4OEQVHyHA,EllaMaiVEVO,24797,40862,0,717298,Ella Mai - Trip (Audio),JfGD75vHWrU,107758158
Nat King Cole,15,FALSE,29,24,24,The Christmas Song (Merry Christmas To You),10,UCirPLQsYtHWBmalEbX1LcAA,Nat King Cole - Topic,20,45,0,657,The Christmas Song (Merry Christmas To You),n33TqJnQLCw,109899
"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",11,FALSE,24,11,25,Taki Taki,10,UCGkSXL5saM8y3VvJD_PdMFQ,DJSnakeVEVO,348214,492872,0,8521564,"DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B",ixkoVwKQaJg,839120192
Bad Bunny Featuring Drake,9,FALSE,25,5,26,MIA,10,UCmBA_wu8xGg1OfOkfW13Q0Q,Bad Bunny,151268,218158,0,3666647,Bad Bunny feat. Drake - Mia ( Video Oficial ),OSUxrSe5GbI,477599601
Gene Autry,2,FALSE,36,27,27,Rudolph The Red-Nosed Reindeer,10,UCJagnEd7x6lGDKrBbzqruDw,Scenario,19409,30598,0,252827,Rudolph The Red Nosed Reindeer(Lyrics),0byH9h1ClBY,111324523
Flipp Dinero,13,FALSE,32,27,28,Leave Me Alone,10,UC-yXuc1__OzjwpsJPlxYUCQ,WORLDSTARHIPHOP,28161,22429,0,742886,"Flipp Dinero ""Leave Me Alone"" (WSHH Exclusive - Official Music Video)",qu0CxX8GJj8,61546987
Cardi B,8,FALSE,28,13,29,Money,10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,111491,52575,0,1145020,Cardi B - Money [Official Music Video],zUOh09GoQgk,27693624
Khalid & Normani,43,FALSE,27,9,30,Love Lies,24,UC4XJeGGdXj0vA4CxDDJ8J_A,Cakes & Eclairs,1224,911,0,30558,"Khalid, Normani - Love Lies (Lyrics)",FGa067-f_LI,3205878
Wham!,7,FALSE,34,31,31,Last Christmas,10,UCm1QnxCbcLB8fQwoTDk39iQ,WhamVEVO,145961,84651,0,1630871,Wham! - Last Christmas (Official Music Video),E8gmARGvPlI,427905482
Dean Martin,2,FALSE,41,32,32,"Let It Snow, Let It Snow, Let It Snow",10,UCBnQXCJ9odFrWv9Xf-_durA,Kyle Wolfreys,23905,11548,0,263656,Dean Martin - Let it Snow!,mN7LW0Y00kE,111888817
XXXTENTACION,5,FALSE,75,16,33,BAD!,10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,259192,32243,0,2262735,XXXTENTACION - BAD! (Audio),P1t9T1TAOBI,62779744
Dan + Shay,14,FALSE,40,33,34,Speechless,10,UCx8v-goujcpBVF7QKALgp3g,Dan And Shay,2441,6743,0,157359,Dan + Shay - Speechless (Wedding Video),7UoP9ABJXGE,35137363
Khalid,13,FALSE,33,29,35,Better,10,UCcN-NDV03eHs6oLd1pe2r8w,KhalidVEVO,17939,25387,0,737339,Khalid - Better (Official Music Video),x3bfa3DZ8JM,96266610
Bazzi Featuring Camila Cabello,19,FALSE,37,30,36,Beautiful,10,UCKI6DNZu8-X5VWI0FEEYCTA,Bazzi,28989,21842,0,977104,Bazzi feat. Camila Cabello - Beautiful (Official Video),Uk1hv6h7O1Y,69928072
XXXTENTACION,0,TRUE,0,37,37,whoa (mind in awe),10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,34432,3016,0,391175,XXXTENTACION - whoa (mind in awe) (Audio),GnF1S-WedwI,13234475
"Cardi B, Bad Bunny & J Balvin",36,FALSE,42,1,38,I Like It,10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,258281,376581,0,5689623,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",xTlNMmZKwpA,785799177
Lady Gaga & Bradley Cooper,11,FALSE,38,5,39,Shallow,10,UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,62909,43154,0,1762185,"Lady Gaga, Bradley Cooper - Shallow (A Star Is Born)",bo_efYhYU2A,179183896
Gene Autry,0,TRUE,0,40,40,Here Comes Santa Claus (Down Santa Claus Lane),10,UCOTi-kqWFDlHE6ReY_i7rPw,TheNewFormat,1393,1549,0,25218,Here Comes Santa Claus ~ Gene Autry,XK60Cwwp_EI,9565836
The Ronettes,0,TRUE,0,41,41,Sleigh Ride,10,UCeUNMxXnaGLR1Djfiia--iQ,merry christmas,1380,694,0,16519,Sleigh Ride Lyrics,kXXUXgaMtDY,3337513
Jose Feliciano,3,FALSE,0,42,42,Feliz Navidad,10,UCwf2PvZyfSLki3_KbWPEx0A,Leon B,8947,8417,0,130538,Feliz Navidad- Jose Feliciano lyrics [HQ],RTtc2pM1boE,30311559
Imagine Dragons,21,FALSE,35,13,43,Natural,10,UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,29294,15110,0,858441,Imagine Dragons - Natural (Lyrics),V5M2WZiAy6k,66586713
Lil Wayne,11,FALSE,50,7,44,Uproar,10,UCEOhcOACopL42xyOBIv1ekg,LilWayneVEVO,18257,12731,0,418361,Lil Wayne - Uproar ft. Swizz Beatz,GQ2juiyXk-s,24243173
lovelytheband,22,FALSE,45,29,45,Broken,10,UCkRP-4rl0ylPU11jmdBvXmg,lovelythebandVEVO,5485,6964,0,185546,lovelytheband - broken (official video),qr1-WpWOUk8,17126356
Tyga Featuring Offset,29,FALSE,47,8,46,Taste,10,UChXnu0HBydqedqhnClp0rJg,TygaVEVO,77565,181958,0,2934058,Tyga - Taste (Official Music Video) ft. Offset,LjxulQ1bEWg,514881055
Luke Combs,18,FALSE,49,34,47,She Got The Best Of Me,10,UCwLK17rpMFUfktQEcMzSyWg,LukeCombsVEVO,3338,6447,0,131978,Luke Combs - She Got the Best of Me,a2a9fgPI_PI,27775817
XXXTENTACION,0,TRUE,0,48,48,Guardian Angel,10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,56432,8377,0,527520,XXXTENTACION - Guardian angel (Audio),jrch8Pf_fJU,12904356
Meek Mill Featuring Jeremih & PnB Rock,17,FALSE,31,31,49,Dangerous,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,5200,12852,0,253766,Meek Mill - Dangerous (feat. Jeremih & PnB Rock),stcIiJbwpio,31703584
Ariana Grande,22,FALSE,48,8,50,God Is A Woman,10,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,426676,383139,0,3236347,Ariana Grande - God is a woman,kHLHSlExFis,187436911
XXXTENTACION,0,TRUE,0,51,51,I Don't Let Go,10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,31456,2312,0,347151,XXXTENTACION - I don’t let go (Audio),0dSp35RO8nY,9692750
Jimmie Allen,13,FALSE,59,46,52,Best Shot,24,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,1488,3081,0,27098,Best Shot Ep 1 - “We All We Got” | Binge the series with YouTube Premium,NdkLOwYYfpA,9541559
Kodak Black,2,FALSE,64,53,53,Calling My Spirit,10,UChEYVadfkMCfrKUi6qr3I1Q,Kodak Black,16848,9637,0,281919,Kodak Black - Calling My Spirit [Official Music Video],ppSY98RGyBU,19688588
Mitchell Tenpenny,18,FALSE,56,53,54,Drunk Me,10,UC7qPz_-prgjFyKGcnqJ9aKA,MitchellTenpennyVEVO,2068,5587,0,99235,Mitchell Tenpenny - Drunk Me,BiA-7xHM8zc,24827769
Lil Baby,2,FALSE,46,46,55,Pure Cocaine,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,1270,5067,0,105425,Pure Cocaine,JJQkP4bqbyg,10281911
Shawn Mendes X Zedd,12,FALSE,71,48,56,Lost In Japan,10,UC4-TgOSMJHn-LtY4zCzbQhw,ShawnMendesVEVO,3740,220,0,63052,Shawn Mendes - Lost In Japan (Live From Dick Clark’s New Year’s Rockin’ Eve 2019),WqaHCJidrRE,467518
XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,7,FALSE,74,28,57,Arms Around You,10,UC6pjHMC4QXMi4llCCjtDXWg,Lil pump,207072,64002,0,2365367,"XXXTENTACION & Lil Pump ft. Maluma & Swae Lee  - ""Arms Around You"" (Official Music Video)",tLNOce4Y4uc,102976109
Lauren Daigle,22,FALSE,69,44,58,You Say,10,UCPJFvbf8tNE9-_aYgeXfdKA,Lauren Daigle,21299,14230,0,459480,Lauren Daigle - You Say (Official Music Video),sIaT8Jl2zpI,52126525
Ellie Goulding X Diplo Featuring Swae Lee,4,FALSE,93,59,59,Close To Me,10,UCvu362oukLMN1miydXcLxGg,EllieGouldingVEVO,9764,15578,0,353733,"Ellie Goulding, Diplo, Swae Lee - Close To Me (Official Video)",ajN57m_OSpY,34960824
6ix9ine Featuring Tory Lanez,3,FALSE,44,44,60,KIKA,10,UCYore7kfhcJYO_gSpN_KJKQ,6ix9ine - Topic,7968,3642,0,157069,KIKA (feat. Tory Lanez),TkQfpEfqQkA,12623686
Meek Mill Featuring Rick Ross & JAY-Z,2,FALSE,20,20,61,What's Free,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,17851,7070,0,153726,Meek Mill - What's Free feat. Rick Ross & Jay Z [Official Audio],FpNWvxE9nXY,13566219
XXXTENTACION Featuring Kanye West & Travis Barker,0,TRUE,0,62,62,One Minute,10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,35101,7676,0,335834,XXXTENTACION - One Minute (Audio) (feat. Kanye West),fufJp37goJ0,7358738
Dean Lewis,7,FALSE,79,63,63,Be Alright,10,UC0aXGG4J16PmxgZo10Nzk6A,Gold Coast Music,5106,4487,0,248066,Dean Lewis - Be Alright (Lyrics),OymVgai_PVg,30048222
XXXTENTACION,0,TRUE,0,64,64,Train Food,10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,22222,1617,0,226626,XXXTENTACION - Train food (Audio),7LFm99guD2U,4442622
XXXTENTACION,0,TRUE,0,65,65,What Are You So Afraid Of,10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,18186,1289,0,227277,XXXTENTACION - what are you so afraid of (Audio),GvBkVb2JxxY,6131688
Pardison Fontaine Featuring Cardi B,9,FALSE,86,65,66,Backin' It Up,10,UCtoUQvukM3Vqqjk3pORmH5w,Pardison Fontaine,25853,35222,0,593457,Pardison Fontaine - Backin' It Up (feat. Cardi B) [Official Video],hDfsD6G8E_g,60365049
Juice WRLD,5,FALSE,76,44,67,Armed And Dangerous,24,UCtylTUUVIGY_i5afsQYeBZA,Lyrical Lemonade,48247,18246,0,572604,Juice WRLD - Armed & Dangerous (Dir. by @_ColeBennett_),cr82wSBZeeQ,49021949
XXXTENTACION,0,TRUE,0,68,68,Staring At The Sky,10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,14358,1962,0,187859,XXXTENTACION - STARING AT THE SKY (Audio),G6eTercINok,4107158
Billie Eilish,8,FALSE,68,52,69,When The Party's Over,10,UCDGmojLIoWpXok597xYo8cg,BillieEilishVEVO,127569,69974,0,2837512,Billie Eilish - when the party's over,pbMwTqkKSps,114945992
NF,20,FALSE,65,48,70,Lie,10,UCI3H1FsjbdqGcLq93ZilV5g,NFVEVO,14504,13513,0,526775,NF - Lie (Audio),B1dmRjyN0CQ,68886604
The Chainsmokers Featuring Kelsea Ballerini,9,FALSE,87,71,71,This Feeling,10,UCRzzwLpLiUNIs6YOPe33eMg,ChainsmokersVEVO,13900,19928,0,723337,The Chainsmokers - This Feeling ft. Kelsea Ballerini (Lyric Video),YuPzpoC3QNc,93125192
Camila Cabello,6,FALSE,94,72,72,Consequences,10,UCk0wwaFCIkxwSfi6gpRqQUw,CamilaCabelloVEVO,46274,12932,0,1045791,Camila Cabello - Consequences (orchestra),k73EBmeJ950,30200199
Dierks Bentley Featuring Brothers Osborne,8,FALSE,90,69,73,Burning Man,10,UC5ZwMsa284NNp0fVLiG2rOw,DierksBentleyVEVO,598,2102,0,29150,Dierks Bentley - Burning Man ft. Brothers Osborne,2hp7Lotbmgs,7255312
Tory Lanez & Rich The Kid,7,FALSE,83,72,74,Talk To Me,10,UCM6P55dIrGsEXpDoSplrtOg,ToryLanezVEVO,6561,9976,0,264658,"Tory Lanez, Rich The Kid - TAlk tO Me",v-KX9i3EB3g,30841627
6ix9ine Featuring Nicki Minaj & Kanye West,3,FALSE,43,43,75,MAMA,10,UCYore7kfhcJYO_gSpN_KJKQ,6ix9ine - Topic,13115,7310,0,184719,"MAMA (feat. Nicki Minaj, Kanye West)",wPhLt1zlCik,12283964
Thomas Rhett,5,FALSE,99,76,76,Sixteen,10,UCGHi_s4RrqUh4hsS4mLbiPg,ThomasRhettVEVO,1217,2664,0,49817,Thomas Rhett - Sixteen (Lyric Video),nPYRBsGMKOU,11108695
Jason Aldean,3,FALSE,0,77,77,Girl Like You,10,UCN1hnUccO4FD5WfM7ithXaw,Maroon5VEVO,457596,434540,0,11055228,Maroon 5 - Girls Like You ft. Cardi B,aJOTlE1K90k,1583535390
6ix9ine Featuring A Boogie Wit da Hoodie,3,FALSE,51,51,78,WAKA,10,UCYore7kfhcJYO_gSpN_KJKQ,6ix9ine - Topic,7886,3135,0,121471,WAKA (feat. A Boogie Wit da Hoodie),EKIpEwC0aLo,11278790
Meek Mill Featuring Fabolous & Anuel AA,2,FALSE,39,39,79,Uptown Vibes,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,5918,2449,0,92609,Meek Mill -  Uptown Vibes ft. Fabolous & Anuel AA (Official Audio),r3HCilj6KYM,5911507
Mark Ronson Featuring Miley Cyrus,2,FALSE,67,67,80,Nothing Breaks Like A Heart,10,UCmfFGTSsfJVu6CGvL8r75qg,MarkRonsonVEVO,257,71,0,6994,Nothing Breaks Like a Heart (Acoustic Version) [Audio],ykiwbVaxvNc,76737
Dustin Lynch,5,FALSE,96,81,81,Good Girl,10,UCaU8RSp5uK-KrLw8D7JQGyQ,DustinLynchVEVO,429,938,0,24900,Dustin Lynch - Good Girl,cPLctS4kqk8,4509655
Meek Mill Featuring Cardi B,2,FALSE,30,30,82,On Me,10,UCO_coWOBvqu-Nn5_YoM7ONw,HalfpintFilmz,17403,55462,0,619955,Yella Beezy - That's On Me (Music Video) Shot By: @HalfpintFilmz,tCev_IcVxcU,109826234
Jacquees,3,FALSE,100,83,83,You,10,UCMt-n4RshYvkUVCZ69NB7uw,JacqueesVEVO,6360,8817,0,248322,Jacquees - You,#NAME?,19742052
XXXTENTACION,0,TRUE,0,84,84,Difference (Interlude),10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,9880,596,0,160088,XXXTENTACION - difference (interlude) (Audio),gnRsZzZtgto,2612076
French Montana Featuring Drake,12,FALSE,95,47,85,No Stylist,10,UCpmBpSoy6YQjcshNK6pSyIA,FrenchMontanaVEVO,23052,25519,0,677951,French Montana - No Stylist ft. Drake,9_k_goMr5ZI,76119470
Meek Mill Featuring Ella Mai,2,FALSE,54,54,86,24/7,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,1804,2222,0,75942,Meek Mill - 24/7 feat. Ella Mai [Official Audio],BNy4hbCvbVo,7279686
Kip Moore,4,FALSE,0,87,87,Last Shot,10,UCBILbI8wZk3rL3qiZx470Ag,KipMooreVEVO,230,720,0,18551,Kip Moore - Last Shot (Lyric Video),Jh0BnGg22Tg,2092796
Lil' Duval Featuring Snoop Dogg & Ball Greezy,16,FALSE,92,56,88,Smile (Living My Best Life),10,UCAi1m77yjFzAC7Ocak2i8tA,LilDuvalVEVO,10291,15236,0,296684,"Lil Duval - Smile (Living My Best Life) (Official Video) ft. Snoop Dogg, Ball Greezy",QFFdSR6U_kc,25229683
Future & Juice WRLD,8,FALSE,88,26,89,Fine China,10,UCFNosi99Sp0_eLilBiXmmXA,FutureVEVO,9260,5683,0,189435,"Future, Juice WRLD - Fine China (Audio)",e1KmvsLwmVc,18488529
Lil Baby,10,FALSE,84,28,90,Close Friends,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,13423,24032,0,501285,Close Friends,Mr1cw_Cc7jc,64643819
6ix9ine Featuring Lil Baby,3,FALSE,53,53,91,TIC TOC,10,UCYore7kfhcJYO_gSpN_KJKQ,6ix9ine - Topic,6133,3141,0,126238,TIC TOC (feat. Lil Baby),hlEYBlQ4c8w,9827418
Yella Beezy,20,FALSE,80,56,92,That's On Me,10,UCO_coWOBvqu-Nn5_YoM7ONw,HalfpintFilmz,17403,55462,0,619955,Yella Beezy - That's On Me (Music Video) Shot By: @HalfpintFilmz,tCev_IcVxcU,109826234
Anuel AA & Romeo Santos,6,FALSE,97,79,93,Ella Quiere Beber,10,UC05eluGxsI8_xf5uRC-J26Q,AnuelVEVO,38598,71780,0,1301869,Anuel AA - Ella Quiere Beber (Remix) ft. Romeo Santos,0w3XwPVxcsw,198456989
Nicki Minaj Featuring Lil Wayne,2,FALSE,60,60,94,Good Form,10,UCaum3Yzdl3TbBt8YUeUGZLQ,NickiMinajAtVEVO,144731,126117,0,1271030,Nicki Minaj - Good Form ft. Lil Wayne,M8GX0cZ-xtw,67792508
A Boogie Wit da Hoodie,0,TRUE,0,95,95,Look Back At It,10,UCfgsFOdVScKetBXYrFNr5LQ,A-Boogie Wit Da Hoodie,6170,3307,0,146072,A Boogie Wit Da Hoodie - Look Back At It [Official Audio],DmNfT-B7nlA,7769959
Scotty McCreery,0,TRUE,0,96,96,This Is It,10,UCi6ot_hQURY84xgaSKrCx3w,ScottyMcCreeryVEVO,1762,4465,0,120269,Scotty McCreery - This Is It,4JSd4KfG1vo,26818983
Luke Combs,5,FALSE,0,58,97,Beautiful Crazy,10,UCwLK17rpMFUfktQEcMzSyWg,LukeCombsVEVO,5548,16436,0,292407,Luke Combs - Beautiful Crazy,rItv9i6c7AY,75319039
Ski Mask The Slump God Featuring Juice WRLD,2,FALSE,63,63,98,Nuketown,10,UC08lkzw56nPfKmNwh9ZXx6Q,Ski Mask the Slump God - Topic,14340,5207,0,164442,Nuketown,zhiLDRojF84,9625629
Tyga & Nicki Minaj,6,FALSE,0,63,99,Dip,10,UChXnu0HBydqedqhnClp0rJg,TygaVEVO,46573,52659,0,916807,Tyga - Dip (Official Video) ft. Nicki Minaj,YyWru2XOiK0,66629403
Travis Scott,9,FALSE,0,25,100,Yosemite,10,UClRx3MMyYUyqOxyEqA5F2nQ,TravisScottVEVO,12313,7136,0,249443,Travis Scott - YOSEMITE (Official Audio),ykMHDKB0-1o,34094794
Ariana Grande,5,FALSE,2,1,1,"Thank U, Next",10,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,663016,357697,0,8120165,"Ariana Grande - thank u, next",gl1aHhXnN1k,231733155
Travis Scott,18,FALSE,1,1,2,Sicko Mode,10,UClRx3MMyYUyqOxyEqA5F2nQ,TravisScottVEVO,126968,103543,0,2102764,Travis Scott - SICKO MODE ft. Drake,6ONRf7h3Mdk,169182559
Halsey,9,FALSE,4,3,3,Without Me,10,UCm3FgJ2Hqm7tb70T-GfwXVA,HalseyVEVO,37929,25356,0,1157251,Halsey - Without Me,ZAfAud_M_mg,61464289
Marshmello & Bastille,16,FALSE,3,3,4,Happier,10,UCEdvpU2pFRCVqU6yIPyTpMQ,Marshmello,213626,39980,0,2630826,Marshmello ft. Bastille - Happier (Official Music Video),m7Bc3pLyij0,127921605
Panic! At The Disco,18,FALSE,5,5,5,High Hopes,10,UColJTBTSGqaaZr5NOk5r3Pg,Panic! At The Disco,81771,32808,0,1534246,Panic! At The Disco - High Hopes (Official Video),IPXIgEAGe4U,109788788
Meek Mill Featuring Drake,0,TRUE,0,6,6,Going Bad,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,9464,6337,0,208376,Meek Mill - Going Bad feat. Drake [Official Audio],T3lKEb0Cs94,19390870
Mariah Carey,27,FALSE,14,7,7,All I Want For Christmas Is You,10,UClS0wn3LPs9jdX_yt2g1k8w,MariahCareyVEVO,175093,113578,0,2257748,Mariah Carey - All I Want For Christmas Is You,yXQViqx6GMY,535714390
Kodak Black Featuring Travis Scott & Offset,8,FALSE,7,2,8,ZEZE,10,UChEYVadfkMCfrKUi6qr3I1Q,Kodak Black,91191,67280,0,1573884,Kodak Black - ZEZE (feat. Travis Scott & Offset) [Official Audio],mjaayCARwro,146080436
Lil Baby & Gunna,12,FALSE,8,4,9,Drip Too Hard,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,8120,21545,0,314598,Drip Too Hard,sqyNqxbCfO8,35780880
Sheck Wes,15,FALSE,6,6,10,Mo Bamba,10,UCkHiy32HGV0qaB9nV9afdnQ,SheckWesVEVO,94391,72331,0,1676038,Sheck Wes - Mo Bamba,VWoIpDVkOH0,133111597
Maroon 5 Featuring Cardi B,28,FALSE,9,1,11,Girls Like You,10,UCN1hnUccO4FD5WfM7ithXaw,Maroon5VEVO,457596,434543,0,11055234,Maroon 5 - Girls Like You ft. Cardi B,aJOTlE1K90k,1583535390
Ariana Grande,16,FALSE,13,12,12,Breathin,10,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,95748,42887,0,1886490,Ariana Grande - breathin,kN0iD0pI3o0,68558798
Juice WRLD,30,FALSE,10,2,13,Lucid Dreams,10,UCi0LydWaEUy3Vx8flL29ebQ,SyrebralVibes,51030,25117,0,602065,Juice Wrld - Lucid Dreams (Lyrics),_fh64GbFSw4,86961864
5 Seconds Of Summer,27,FALSE,12,7,14,Youngblood,10,UClesqLjeKJd-dG8xLfzJyCQ,5SOSVEVO,35588,20519,0,836663,5 Seconds Of Summer - Youngblood (Official Video),#NAME?,58142900
Post Malone,32,FALSE,11,3,15,Better Now,10,UCOhtMAg7xh8wv_wUHMgFc-Q,PostMaloneVEVO,30910,26194,0,1197626,Post Malone - Better Now,UYwF-jdcVjY,95456192
Andy Williams,7,FALSE,21,16,16,It's The Most Wonderful Time Of The Year,22,UCR-8egBOyVbj_bYXBkv43Ug,claudettecolbert60,7126,3397,0,74443,Andy Williams - It's The Most Wonderful Time Of The Year,gFtb3EtjEic,32114751
Post Malone & Swae Lee,7,FALSE,17,9,17,Sunflower (Spider-Man: Into The Spider-Verse),10,UCOhtMAg7xh8wv_wUHMgFc-Q,PostMaloneVEVO,78683,44637,0,1978015,"Post Malone, Swae Lee - Sunflower (Spider-Man: Into the Spider-Verse)",ApXoWvfEYVU,163290858
