Song_artist,Song_duration_weeks,Song_isNew,Song_last_week,Song_peak,Song_rank,Song_title,acousticness,categoryId,channelId,channelTitle,commentCount,danceability,dislikeCount,duration_ms,elapsed_days_s_released,energy,favoriteCount,fm_listeners,fm_playcount,instrumentalness,key,likeCount,liveness,loudness,market_count,markets,mode,popularity,release_date,speechiness,tempo,time_signature,title,track_id,valence,videoId,viewCount
"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",11,FALSE,24,11,25,Taki Taki,0.153,10,UCGkSXL5saM8y3VvJD_PdMFQ,DJSnakeVEVO,348214,0.841,492872,212500,99,0.798,0,6987,41400,3.33E-06,1,8521564,0.0618,-4.206,77,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,97,9/28/18,0.229,95.948,4,"DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B",4w8niZpiMy6qz1mntFA5uM,0.591,ixkoVwKQaJg,839120192
Bad Bunny Featuring Drake,9,FALSE,25,5,26,MIA,0.0141,10,UCmBA_wu8xGg1OfOkfW13Q0Q,Bad Bunny,151268,0.817,218158,210367,86,0.539,0,4636,10492,0.000496,6,3666647,0.099,-6.349,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,96,10/11/18,0.0621,97.062,4,Bad Bunny feat. Drake - Mia ( Video Oficial ),116H0KvKr2Zl4RPuVBruDO,0.158,OSUxrSe5GbI,477599601
Gene Autry,2,FALSE,36,27,27,Rudolph The Red-Nosed Reindeer,0.883,10,UCJagnEd7x6lGDKrBbzqruDw,Scenario,19409,0.632,30598,186733,26302,0.159,0,118265,285623,0,8,252827,0.222,-14.056,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,69,1947,0.0492,142.11,4,Rudolph The Red Nosed Reindeer(Lyrics),1dtIaSlyrLI04sqYa8nLyN,0.644,0byH9h1ClBY,111324523
Flipp Dinero,13,FALSE,32,27,28,Leave Me Alone,0.107,10,UC-yXuc1__OzjwpsJPlxYUCQ,WORLDSTARHIPHOP,28161,0.792,22429,195637,123,0.743,0,32956,189586,0,7,742886,0.183,-2.806,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,90,9/4/18,0.0851,150.024,4,"Flipp Dinero ""Leave Me Alone"" (WSHH Exclusive - Official Music Video)",14mHfNsSHN0FbLftyjrV9g,0.742,qu0CxX8GJj8,61546987
Cardi B,8,FALSE,28,13,29,Money,0.00534,10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,111491,0.95,52575,183527,74,0.59,0,47328,362063,0,8,1145020,0.11,-6.508,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,88,10/23/18,0.29,130.003,4,Cardi B - Money [Official Music Video],2GGMabyHXnJmjY6CXhhB2e,0.219,zUOh09GoQgk,27693624
Khalid & Normani,43,FALSE,27,9,30,Love Lies,0.0956,24,UC4XJeGGdXj0vA4CxDDJ8J_A,Cakes & Eclairs,1224,0.708,911,201707,325,0.648,0,n/a,n/a,0,6,30558,0.134,-5.626,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,85,2/14/18,0.0449,143.955,4,"Khalid, Normani - Love Lies (Lyrics)",45Egmo7icyopuzJN0oMEdk,0.338,FGa067-f_LI,3205878
Wham!,7,FALSE,34,31,31,Last Christmas,0.262,10,UCm1QnxCbcLB8fQwoTDk39iQ,WhamVEVO,145961,0.757,84651,267160,4438,0.618,0,600341,2608348,0,11,1630871,0.221,-7.964,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,91,11/11/06,0.0282,106.856,4,Wham! - Last Christmas (Official Music Video),6wn2nmFn3wDuiMldRiuRuL,0.861,E8gmARGvPlI,427905482
Dean Martin,2,FALSE,41,32,32,"Let It Snow, Let It Snow, Let It Snow",0.912,10,UCBnQXCJ9odFrWv9Xf-_durA,Kyle Wolfreys,23905,0.452,11548,117146,21919,0.24,0,76337,164157,2.45E-06,1,263656,0.175,-14.014,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,85,1/1/59,0.0351,134.005,4,Dean Martin - Let it Snow!,2uFaJJtFpPDc5Pa95XzTvg,0.701,mN7LW0Y00kE,111888817
XXXTENTACION,5,FALSE,75,16,33,BAD!,0.0643,10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,259192,0.78,32243,94245,57,0.492,0,43251,261139,0.0313,5,2262735,0.174,-3.4,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,88,11/9/18,0.0671,143.983,4,XXXTENTACION - BAD! (Audio),4CH66Rxcjcj3VBHwmIBj4T,0.374,P1t9T1TAOBI,62779744
Dan + Shay,14,FALSE,40,33,34,Speechless,0.328,10,UCx8v-goujcpBVF7QKALgp3g,Dan And Shay,2441,0.631,6743,212745,232,0.44,0,n/a,n/a,0,1,157359,0.239,-5.948,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,78,5/18/18,0.028,136.033,4,Dan + Shay - Speechless (Wedding Video),7q7jyVU0f0hnod8tsaUmxg,0.418,7UoP9ABJXGE,35137363
Khalid,13,FALSE,33,29,35,Better,0.0765,10,UCcN-NDV03eHs6oLd1pe2r8w,KhalidVEVO,17939,0.596,25387,229320,79,0.552,0,80916,545676,0.334,0,737339,0.104,-10.278,70,"['AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DK', 'DO', 'EC', 'EE', 'EG', 'ES', 'FI', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,86,10/18/18,0.097,97.949,4,Khalid - Better (Official Music Video),6zeeWid2sgw4lap2jV61PZ,0.112,x3bfa3DZ8JM,96266610
Bazzi Featuring Camila Cabello,19,FALSE,37,30,36,Beautiful,0.346,10,UCKI6DNZu8-X5VWI0FEEYCTA,Bazzi,28989,0.638,21842,180000,156,0.717,0,39966,249735,0,2,977104,0.105,-4.722,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,88,8/2/18,0.0337,100.027,4,Bazzi feat. Camila Cabello - Beautiful (Official Video),4VUwkH455At9kENOfzTqmF,0.249,Uk1hv6h7O1Y,69928072
XXXTENTACION,0,TRUE,0,37,37,whoa (mind in awe),0.653,10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,34432,0.735,3016,157776,29,0.525,0,58,350,0.918,6,391175,0.101,-2.939,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,89,12/7/18,0.0441,160.147,4,XXXTENTACION - whoa (mind in awe) (Audio),7pdF27mSDuPWhppnHAmWHa,0.369,GnF1S-WedwI,13234475
"Cardi B, Bad Bunny & J Balvin",36,FALSE,42,1,38,I Like It,0.099,10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,258281,0.816,376581,253390,274,0.726,0,n/a,n/a,0,5,5689623,0.372,-3.998,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,90,4/6/18,0.129,136.048,4,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",58q2HKrzhC3ozto2nDdN4z,0.65,xTlNMmZKwpA,785799177
Lady Gaga & Bradley Cooper,11,FALSE,38,5,39,Shallow,0.371,10,UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,62909,0.572,43154,215733,92,0.385,0,n/a,n/a,0,7,1762185,0.231,-6.362,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,90,10/5/18,0.0308,95.799,4,"Lady Gaga, Bradley Cooper - Shallow (A Star Is Born)",2VxeLyX666F8uXCJ0dZF8B,0.323,bo_efYhYU2A,179183896
Gene Autry,0,TRUE,0,40,40,Here Comes Santa Claus (Down Santa Claus Lane),0.799,10,UCOTi-kqWFDlHE6ReY_i7rPw,TheNewFormat,1393,0.834,1549,150266,26302,0.372,0,73223,152150,0,1,25218,0.275,-11.99,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,79,1947,0.0358,96.628,4,Here Comes Santa Claus ~ Gene Autry,25leEEaz1gIpp7o21Fqyjo,0.976,XK60Cwwp_EI,9565836
The Ronettes,0,TRUE,0,41,41,Sleigh Ride,0.403,10,UCeUNMxXnaGLR1Djfiia--iQ,merry christmas,1380,0.528,694,181266,20458,0.772,0,250641,732427,2.52E-06,2,16519,0.316,-7.013,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,86,1963,0.0288,91.735,4,Sleigh Ride Lyrics,5ASM6Qjiav2xPe7gRkQMsQ,0.852,kXXUXgaMtDY,3337513
Jose Feliciano,3,FALSE,0,42,42,Feliz Navidad,0.552,10,UCwf2PvZyfSLki3_KbWPEx0A,Leon B,8947,0.512,8417,182066,5947,0.831,0,308937,1017649,0,2,130538,0.336,-9.004,73,"['AD', 'AE', 'AR', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,80,9/24/02,0.0383,148.82,4,Feliz Navidad- Jose Feliciano lyrics [HQ],0oPdaY4dXtc3ZsaG17V972,0.963,RTtc2pM1boE,30311559
Imagine Dragons,21,FALSE,35,13,43,Natural,0.217,10,UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,29294,0.704,15110,189466,57,0.611,0,120648,1398374,0,2,858441,0.0812,-6.112,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,89,11/9/18,0.0409,100,4,Imagine Dragons - Natural (Lyrics),2FY7b99s15jUprqC0M5NCT,0.22,V5M2WZiAy6k,66586713
Lil Wayne,11,FALSE,50,7,44,Uproar,0.0595,10,UCEOhcOACopL42xyOBIv1ekg,LilWayneVEVO,18257,0.743,12731,194184,99,0.87,0,0,0,0,1,418361,0.299,-2.188,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,82,9/28/18,0.212,99.075,4,Lil Wayne - Uproar ft. Swizz Beatz,3wScL5W8H40zzCKN0atfBk,0.884,GQ2juiyXk-s,24243173
lovelytheband,22,FALSE,45,29,45,Broken,0.00175,10,UCkRP-4rl0ylPU11jmdBvXmg,lovelythebandVEVO,5485,0.666,6964,204878,155,0.728,0,51978,288511,4.26E-06,7,185546,0.0429,-5.808,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,79,8/3/18,0.0419,122.996,4,lovelytheband - broken (official video),6XcfKZvJio9Z0fQy11GnNX,0.51,qr1-WpWOUk8,17126356
Tyga Featuring Offset,29,FALSE,47,8,46,Taste,0.0236,10,UChXnu0HBydqedqhnClp0rJg,TygaVEVO,77565,0.884,181958,232959,234,0.559,0,3684,20656,0,0,2934058,0.101,-7.442,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,90,5/16/18,0.12,97.994,4,Tyga - Taste (Official Music Video) ft. Offset,5IaHrVsrferBYDm0bDyABy,0.342,LjxulQ1bEWg,514881055
Luke Combs,18,FALSE,49,34,47,She Got The Best Of Me,0.0292,10,UCwLK17rpMFUfktQEcMzSyWg,LukeCombsVEVO,3338,0.533,6447,183160,218,0.907,0,8495,42851,0,11,131978,0.386,-3.793,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,77,6/1/18,0.0406,150.99,4,Luke Combs - She Got the Best of Me,698eQRku24PIYPQPHItKlA,0.7,a2a9fgPI_PI,27775817
